month,equity,monthly_ret,gross_ret,net_ret,turnover,costs_bps_rt
2024-10,5906822.318048575,0.03174015389112671,0.03402241108079932,0.03174015389112671,0.38037619827876884,60.0
2024-11,5533983.613495705,-0.06312001351617505,-0.0591538407774336,-0.06312001351617505,0.6610287897902407,60.0
2024-12,5898884.721398154,0.06593823426086166,0.06908369834146878,0.06593823426086166,0.5242440134345205,60.0
2025-01,7398053.909771018,0.2541445136119782,0.25849433489888096,0.2541445136119782,0.7249702144837918,60.0
2025-02,7811322.297596392,0.05586177025278892,0.06136250919183048,0.05586177025278892,0.9167898231735934,60.0
2025-03,7636094.693024373,-0.02243251499505259,-0.016146073924623337,-0.02243251499505259,1.0477401784048754,60.0
2025-04,7205205.600845217,-0.056427939869941095,-0.05032675010271604,-0.056427939869941095,1.0168649612041758,60.0
2025-05,7197573.3426621845,-0.0010592700064154343,0.0010094869116190701,-0.0010592700064154343,0.34479281967241737,60.0
2025-06,8046645.765226783,0.11796648427767878,0.12041918398656933,0.11796648427767878,0.4087832848150908,60.0
2025-07,8262184.0023625465,0.02678609739069203,0.03038155553999665,0.02678609739069203,0.5992430248841032,60.0
2025-08,9061754.44703794,0.09677470804895645,0.10123784860622026,0.09677470804895645,0.7438567595439688,60.0
2025-09,9550169.105214829,0.05389846536136701,0.06335632322372681,0.05389846536136701,1.5763096437266317,60.0
2025-10,10017601.199261777,0.04894490232552107,0.06094490232552107,0.04894490232552107,2.0,60.0
